:nemesis	:info	:start-partition	:minority-third
1	:invoke	:broadcast	0
:nemesis	:info	:start-partition	[:isolated {"n4" #{"n2" "n1" "n0" "n3"}, "n2" #{"n4"}, "n1" #{"n4"}, "n0" #{"n4"}, "n3" #{"n4"}}]
1	:ok	:broadcast	0
2	:invoke	:read	nil
2	:ok	:read	[0]
3	:invoke	:read	nil
3	:ok	:read	[0]
4	:invoke	:broadcast	1
4	:ok	:broadcast	1
0	:invoke	:broadcast	2
0	:ok	:broadcast	2
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5]
4	:invoke	:read	nil
4	:ok	:read	[1]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[0 2 2 3 3 4 5 6 6]
1	:invoke	:read	nil
1	:ok	:read	[0 0 2 3 4 4 5 6]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6]
3	:invoke	:broadcast	7
3	:ok	:broadcast	7
4	:invoke	:broadcast	8
4	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:broadcast	10
0	:ok	:broadcast	10
1	:invoke	:broadcast	11
1	:ok	:broadcast	11
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11]
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5 6 7 7 9 10 11]
4	:invoke	:read	nil
4	:ok	:read	[1 8]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[0 2 2 3 3 4 5 6 6 7 9 9 10 10 11 12 12]
1	:invoke	:read	nil
1	:ok	:read	[0 0 2 3 4 4 5 6 7 9 10 11 11 12]
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11 12]
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5 6 7 7 9 10 11 12]
4	:invoke	:read	nil
4	:ok	:read	[1 8]
0	:invoke	:broadcast	13
0	:ok	:broadcast	13
0	:invoke	:broadcast	14
0	:ok	:broadcast	14
1	:invoke	:read	nil
1	:ok	:read	[0 0 2 3 4 4 5 6 7 9 10 11 11 12 13 14]
2	:invoke	:broadcast	15
2	:ok	:broadcast	15
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5 6 7 7 9 10 11 12 13 14 15]
4	:invoke	:broadcast	16
4	:ok	:broadcast	16
0	:invoke	:broadcast	17
0	:ok	:broadcast	17
0	:invoke	:read	nil
0	:ok	:read	[0 2 2 3 3 4 5 6 6 7 9 9 10 10 11 12 12 13 13 14 14 15 17 17]
1	:invoke	:broadcast	18
1	:ok	:broadcast	18
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11 12 13 14 15 15 17 18]
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5 6 7 7 9 10 11 12 13 14 15 17 18]
4	:invoke	:broadcast	19
4	:ok	:broadcast	19
0	:invoke	:broadcast	20
0	:ok	:broadcast	20
0	:invoke	:broadcast	21
0	:ok	:broadcast	21
1	:invoke	:read	nil
1	:ok	:read	[0 0 2 3 4 4 5 6 7 9 10 11 11 12 13 14 15 17 18 18 20 21]
2	:invoke	:broadcast	22
2	:ok	:broadcast	22
3	:invoke	:broadcast	23
3	:ok	:broadcast	23
4	:invoke	:broadcast	24
4	:ok	:broadcast	24
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
1	:invoke	:read	nil
1	:ok	:read	[0 0 2 3 4 4 5 6 7 9 10 11 11 12 13 14 15 17 18 18 20 21 22 23 25 26]
2	:invoke	:broadcast	27
2	:ok	:broadcast	27
3	:invoke	:broadcast	28
3	:ok	:broadcast	28
4	:invoke	:read	nil
0	:invoke	:broadcast	29
4	:ok	:read	[1 8 16 19 24]
0	:ok	:broadcast	29
0	:invoke	:read	nil
0	:ok	:read	[0 2 2 3 3 4 5 6 6 7 9 9 10 10 11 12 12 13 13 14 14 15 17 17 18 20 20 21 21 22 23 25 25 26 26 27 28 29 29]
1	:invoke	:broadcast	30
1	:ok	:broadcast	30
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11 12 13 14 15 15 17 18 20 21 22 22 23 25 26 27 27 28 29 30]
3	:invoke	:broadcast	31
3	:ok	:broadcast	31
4	:invoke	:read	nil
0	:invoke	:broadcast	32
4	:ok	:read	[1 8 16 19 24]
0	:ok	:broadcast	32
0	:invoke	:broadcast	33
0	:ok	:broadcast	33
1	:invoke	:broadcast	34
1	:ok	:broadcast	34
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11 12 13 14 15 15 17 18 20 21 22 22 23 25 26 27 27 28 29 30 31 32 33 34]
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5 6 7 7 9 10 11 12 13 14 15 17 18 20 21 22 23 23 25 26 27 28 28 29 30 31 31 32 33 34]
4	:invoke	:read	nil
4	:ok	:read	[1 8 16 19 24]
0	:invoke	:broadcast	35
0	:ok	:broadcast	35
0	:invoke	:broadcast	36
0	:ok	:broadcast	36
1	:invoke	:broadcast	37
1	:ok	:broadcast	37
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11 12 13 14 15 15 17 18 20 21 22 22 23 25 26 27 27 28 29 30 31 32 33 34 35 36 37]
3	:invoke	:broadcast	38
3	:ok	:broadcast	38
4	:invoke	:broadcast	39
4	:ok	:broadcast	39
0	:invoke	:broadcast	40
0	:ok	:broadcast	40
0	:invoke	:broadcast	41
0	:ok	:broadcast	41
1	:invoke	:broadcast	42
1	:ok	:broadcast	42
2	:invoke	:broadcast	43
2	:ok	:broadcast	43
3	:invoke	:read	nil
3	:ok	:read	[0 2 3 4 5 6 7 7 9 10 11 12 13 14 15 17 18 20 21 22 23 23 25 26 27 28 28 29 30 31 31 32 33 34 35 36 37 38 38 40 41 42 43]
4	:invoke	:read	nil
4	:ok	:read	[1 8 16 19 24 39]
0	:invoke	:read	nil
0	:ok	:read	[0 2 2 3 3 4 5 6 6 7 9 9 10 10 11 12 12 13 13 14 14 15 17 17 18 20 20 21 21 22 23 25 25 26 26 27 28 29 29 30 31 32 32 33 33 34 35 35 36 36 37 38 40 40 41 41 42 43]
0	:invoke	:broadcast	44
0	:ok	:broadcast	44
1	:invoke	:broadcast	45
1	:ok	:broadcast	45
2	:invoke	:read	nil
2	:ok	:read	[0 2 3 4 5 5 6 7 9 10 11 12 13 14 15 15 17 18 20 21 22 22 23 25 26 27 27 28 29 30 31 32 33 34 35 36 37 38 40 41 42 43 43 44 45]
3	:invoke	:broadcast	46
3	:ok	:broadcast	46
4	:invoke	:read	nil
4	:ok	:read	[1 8 16 19 24 39]
0	:invoke	:broadcast	47
0	:ok	:broadcast	47
0	:invoke	:broadcast	48
0	:ok	:broadcast	48
1	:invoke	:broadcast	49
1	:ok	:broadcast	49
2	:invoke	:broadcast	50
2	:ok	:broadcast	50
3	:invoke	:broadcast	51
3	:ok	:broadcast	51
4	:invoke	:broadcast	52
4	:ok	:broadcast	52
