:nemesis	:info	:start-partition	:one
1	:invoke	:broadcast	0
:nemesis	:info	:start-partition	[:isolated {"n3" #{"n2" "n1" "n4" "n0"}, "n2" #{"n3"}, "n1" #{"n3"}, "n4" #{"n3"}, "n0" #{"n3"}}]
1	:ok	:broadcast	0
2	:invoke	:broadcast	1
2	:ok	:broadcast	1
3	:invoke	:broadcast	2
3	:ok	:broadcast	2
4	:invoke	:read	nil
4	:ok	:read	[0 1]
0	:invoke	:read	nil
0	:ok	:read	[0 1]
0	:invoke	:broadcast	3
0	:ok	:broadcast	3
1	:invoke	:broadcast	4
1	:ok	:broadcast	4
2	:invoke	:broadcast	5
2	:ok	:broadcast	5
3	:invoke	:read	nil
3	:ok	:read	[2]
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 4 5]
0	:invoke	:broadcast	6
0	:ok	:broadcast	6
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6]
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6]
2	:invoke	:broadcast	7
2	:ok	:broadcast	7
3	:invoke	:read	nil
3	:ok	:read	[2]
4	:invoke	:broadcast	8
4	:ok	:broadcast	8
0	:invoke	:broadcast	9
0	:ok	:broadcast	9
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9]
1	:invoke	:broadcast	10
1	:ok	:broadcast	10
2	:invoke	:broadcast	11
2	:ok	:broadcast	11
3	:invoke	:read	nil
3	:ok	:read	[2]
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 4 5 6 7 8 8 9 10 11]
0	:invoke	:broadcast	12
0	:ok	:broadcast	12
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12]
1	:invoke	:broadcast	13
1	:ok	:broadcast	13
2	:invoke	:read	nil
2	:ok	:read	[0 1 1 3 4 5 5 6 7 7 8 9 10 11 11 12 13]
3	:invoke	:read	nil
3	:ok	:read	[2]
4	:invoke	:broadcast	14
4	:ok	:broadcast	14
0	:invoke	:broadcast	15
0	:ok	:broadcast	15
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15]
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6 7 8 9 10 10 11 12 13 13 14 15]
2	:invoke	:broadcast	16
2	:ok	:broadcast	16
3	:invoke	:broadcast	17
3	:ok	:broadcast	17
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 4 5 6 7 8 8 9 10 11 12 13 14 14 15 16]
0	:invoke	:broadcast	18
0	:ok	:broadcast	18
0	:invoke	:broadcast	19
0	:ok	:broadcast	19
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6 7 8 9 10 10 11 12 13 13 14 15 16 18 19]
2	:invoke	:broadcast	20
2	:ok	:broadcast	20
3	:invoke	:broadcast	21
3	:ok	:broadcast	21
4	:invoke	:broadcast	22
4	:ok	:broadcast	22
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15 16 18 18 19 19 20 22]
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15 16 18 18 19 19 20 22]
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6 7 8 9 10 10 11 12 13 13 14 15 16 18 19 20 22]
2	:invoke	:broadcast	23
2	:ok	:broadcast	23
3	:invoke	:broadcast	24
3	:ok	:broadcast	24
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 4 5 6 7 8 8 9 10 11 12 13 14 14 15 16 18 19 20 22 22 23]
0	:invoke	:broadcast	25
0	:ok	:broadcast	25
0	:invoke	:broadcast	26
0	:ok	:broadcast	26
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6 7 8 9 10 10 11 12 13 13 14 15 16 18 19 20 22 23 25 26]
2	:invoke	:read	nil
2	:ok	:read	[0 1 1 3 4 5 5 6 7 7 8 9 10 11 11 12 13 14 15 16 16 18 19 20 20 22 23 23 25 26]
3	:invoke	:broadcast	27
3	:ok	:broadcast	27
4	:invoke	:read	nil
4	:ok	:read	[0 1 3 4 5 6 7 8 8 9 10 11 12 13 14 14 15 16 18 19 20 22 22 23 25 26]
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15 16 18 18 19 19 20 22 23 25 25 26 26]
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15 16 18 18 19 19 20 22 23 25 25 26 26]
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6 7 8 9 10 10 11 12 13 13 14 15 16 18 19 20 22 23 25 26]
2	:invoke	:read	nil
2	:ok	:read	[0 1 1 3 4 5 5 6 7 7 8 9 10 11 11 12 13 14 15 16 16 18 19 20 20 22 23 23 25 26]
3	:invoke	:broadcast	28
3	:ok	:broadcast	28
4	:invoke	:broadcast	29
4	:ok	:broadcast	29
0	:invoke	:broadcast	30
0	:ok	:broadcast	30
0	:invoke	:read	nil
0	:ok	:read	[0 1 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15 16 18 18 19 19 20 22 23 25 25 26 26 29 30 30]
1	:invoke	:read	nil
1	:ok	:read	[0 0 1 3 4 4 5 6 7 8 9 10 10 11 12 13 13 14 15 16 18 19 20 22 23 25 26 29 30]
2	:invoke	:read	nil
2	:ok	:read	[0 1 1 3 4 5 5 6 7 7 8 9 10 11 11 12 13 14 15 16 16 18 19 20 20 22 23 23 25 26 29 30]
3	:invoke	:broadcast	31
3	:ok	:broadcast	31
4	:invoke	:read	nil
